Orignal Page URL,Company Name,Phone Number,Website,EMail
http://www.buildhr.com/company/a3Wlu/,东莞市建工集团有限公司,0769-22882078,www.dgjg.con.cn,hrédg jg.com.cn
http://www.buildhr.com/company/OHCN9/,广州市公用事业规划设计院有限责任公司,020-38109280,,zxh9280126.com
http://www.buildhr.com/company/QCiQ6/,上海华东房产设计院有限公司,086-021-50127738,,hdfesjy201 3¢sina.com
http://www.buildhr.com/company/SegkE/,河南省纺织建筑设计院有限公司,"0371-67602682,18537195151",,2390755aqq.com
http://www.buildhr.com/company/AAzyc/,杭州天际线建筑设计有限公司,0571-88309303-202,www.hztjx.com,5067080456qq.com
http://www.buildhr.com/company/MJI57/,贵州同盛建筑设计有限公司,"0851-86812210,0851-88613531",www.gztsad.com,2814934856qq.com
http://www.buildhr.com/company/SeJhD/,云南省曲靖市设计研究院有限责任公司,,,3129409676qq.com
http://www.buildhr.com/company/5afSE/,云南中建人文建筑设计研究院有限公司,995,,yynzj63.com
http://www.buildhr.com/company/4ROUb/,中铁建工集团路桥工程有限公司,"010-82220987,15641715878",http://www.crcelq.com/,549321823¢qq.com
http://www.buildhr.com/company/d0Fdv/,广州博厦建筑设计研究院有限公司昆明分公司,"0871-68202490,1488890",,2324086926qq.com
http://www.buildhr.com/company/dMFA1/,云南海诚集团-建筑板块,0691 -3086622,,13256866606q9.com
http://www.buildhr.com/company/SeUts/,广东省建筑设计研究院广西分院,"13307713852,1331",http://www.gdadri.com,1750738460qq.com
http://www.buildhr.com/company/Z6hAy/,北京奥龙建筑安装工程有限公司,"010---82600665,13522142632,010--51426658",,8959200008qq.com
http://www.buildhr.com/company/OWzN8/,重庆市市政设计研究院广西分院,"18778046730,1878",,6241799366qq.com
http://www.buildhr.com/company/mkA3H/,丹东市建筑设计有限公司,,http://www.ddjzsj.com,12459797316q9.com
http://www.buildhr.com/company/YMqIG/,哈尔滨工业大学建筑设计研究院沈阳分院,15524419613,,409244981eqq.com
http://www.buildhr.com/company/Jh3qT/,毕恩普国际设计咨询(北京)有限公司,"010-84947300,18518157551",,bjbnp20186163.com
http://www.buildhr.com/company/bRh6k/,中建四局第六建筑工程有限公司,0551-64632276,http://www.cscec46.com.cn,1365488516¢qq.com
http://www.buildhr.com/company/mkMmw/,广西华景城建筑设计有限公司安徽分公司,13867507563,,18714722736qq.com
http://www.buildhr.com/company/4RO19/,中科院建筑设计研究院安徽分院,,,60qq.com
http://www.buildhr.com/company/dcFtQ/,上海创霖建筑规划设计有限公司合肥分公司,15385338534,,2864756426qq.com
http://www.buildhr.com/company/d6Fkk/,上海都市建筑设计有限公司合肥分公司,,,109.com
http://www.buildhr.com/company/MJn9p/,安徽建筑大学建筑设计研究院,,http://www.ahjzu.edu.cn,j2dx8560163.com
http://www.buildhr.com/company/6sRQA/,西安天幕实业有限公司,"029-84185653-802,029-84185633,",http://www.tianmucn.com,14571836920qq.com
http://www.buildhr.com/company/nxVbY/,山西久一建筑规划设计有限公司,,,joyee2011¢126.com
http://www.buildhr.com/company/FnVvg/,北京政华建业建设投资有限公司,"010-83702881,010-83702881",,zh jy83702881126.com
http://www.buildhr.com/company/cXyTL/,建研凯勃建设工程咨询有限公司,010-84273141,http://www.cabr-kb.cn/,"jianyankaibo2012¢16

3.com"
http://www.buildhr.com/company/d6Fhb/,中国建筑技术集团有限公司陕西设计分院,029-88852352,,13:181975916qq.com
http://www.buildhr.com/company/6UR3k/,华诚博远（北京）建筑规划设计有限公司石家庄分公司,1102,,163.com
http://www.buildhr.com/company/w8br8/,北京中鸿建筑工程设计有限公司,"2676060-816,1668",http://www.zonearch.com/,officearch.com
http://www.buildhr.com/company/hwNYx/,北京美格嘉信装饰有限公司,"010-64787185,010-84783430",http://www.bjmgjx.com,13501011780€163.com
http://www.buildhr.com/company/iEJnq/,城邑（北京）建筑设计院有限公司,010-63365085-8 17,,13647117 ¢qq.com
http://www.buildhr.com/company/dVF1C/,承德硕方工程管理服务有限公司,"0314-6201585,13831448866",http://cdsfgc.com/,2311250673¢qq.com
http://www.buildhr.com/company/FfVlu/,中铁工程设计院有限公司第六分院,"0311-86662170,892828,03 11-86662171",,zts3.com
http://www.buildhr.com/company/OPjNO/,河北中原工程项目管理有限公司,0335-3691229,,7233941536qq.com
http://www.buildhr.com/company/AniyM/,浙江创新建筑设计有限公司长沙分公司,"0731-89917860,15307311636",,5197029206qq.com
http://www.buildhr.com/company/Jhw9R/,湖南长泽建筑有限公司,,,12812856qq.com
http://www.buildhr.com/company/Zk7Ad/,湖南大象建筑规划设计有限公司,,,7728qq.com
http://www.buildhr.com/company/d3FSK/,中外建华诚城市建筑规划设计有限公司长沙分公司,0781-85579115,,5490947886qq.com
http://www.buildhr.com/company/dfF6c/,湖南恒业建设有限责任公司,0745-2386385,http://www.hnhengye.com/,7675853436qq.com
http://www.buildhr.com/company/dGFkg/,长沙中盛建筑勘察设计有限公司二部,,,214758.com
http://www.buildhr.com/company/p4uM5/,湖南方圆建筑工程设计有限公司设计三部,0731-82820319,,6841105346q9.com
http://www.buildhr.com/company/UrYtH/,湖南省第六工程有限公司设计分公司,0731-85177211,,1306378198 ¢qq.com
http://www.buildhr.com/company/OvpN4/,浙江城市空间建筑规划设计院有限公司湖南分公司,"15307311636,1531",,5197029208qq.com
http://www.buildhr.com/company/jrKjE/,武汉上层建筑设计有限公司,"027-87319846,027-87328182",,4196037586qq.com
http://www.buildhr.com/company/ZnvAg/,杭州华茗设计集团有限公司湖北分公司,13735898755,,36341344 7¢qq.com
http://www.buildhr.com/company/dGFFy/,湖北九韬规划建筑设计咨询有限公司,"027-B8888888,18627126514",,2852 18937qq.com
http://www.buildhr.com/company/OzoNQ/,武汉德顺伟业建筑劳务有限公司,"13971641208, 1332
9736577,13971641208, 1332
9736577",,1207031926q9.com
http://www.buildhr.com/company/mka5s/,北京优尔装饰工程有限公司,"57227,52",http://www.bjur.com.cn/,mians.com.cn
http://www.buildhr.com/company/YMdI1/,北京城建设计发展集团股份有限公司华中区域院,,,caizheng1216163.com
http://www.buildhr.com/company/dlF3e/,中人防规划设计研究院有限公司湖北分公司,027-68874531,,1301293555 eqq..com
http://www.buildhr.com/company/Jh7sL/,泛华建设集团有限公司湖北设计分公司,027-59398887,www.fanhua.net.cn,515631753¢qq.com
http://www.buildhr.com/company/JhPl9/,咸宁市佳成建筑勘察设计有限公司,"0715-8923359,18671591283",www.xnjcsj.com,12784419¢qq.com
http://www.buildhr.com/company/dSF6U/,昊东盛弘装饰装修工程有限公司,"18518390775,13,
911143820,18518390775,13,
911143820,13911143820",,8629225966q9.com
http://www.buildhr.com/company/mkzvU/,湖北恒大置业有限公司,18086302902,,1247684084aqq.com
http://www.buildhr.com/company/W7zTX/,武汉智业建筑设计有限公司,"027-87219020,027-87316477",http://www.zealyea.com/,1375703492aqq.com
http://www.buildhr.com/company/VQGJ2/,深圳市联合创艺建筑设计有限公司湖北省分公司,027-86786180,,72884 80586qq.com
http://www.buildhr.com/company/d5F2v/,武汉东方立天景观规划工程有限公司,,,2875250016qq.com
http://www.buildhr.com/company/ZUdAk/,武汉三维恒筑建筑设计咨询有限公司,18907190432,,28335852Gqq.com
http://www.buildhr.com/company/p4x7h/,武汉创奇空间建筑设计咨询有限公司,,,763002646q9.com
http://www.buildhr.com/company/Jhw5A/,赤壁市城乡规划设计院,"07 15-5352395,,13971823520",,6757248008qq.com
http://www.buildhr.com/company/YMRIe/,武汉华阳宏创建筑设计有限公司,15107125602,,656967265¢qq.com
http://www.buildhr.com/company/Ov1Nc/,广州博厦建筑设计研究院有限公司武昌分公司,"2788660886,13787",http://www.bxjzsjyjy.com/about.html,424458956qq.com
http://www.buildhr.com/company/a3osC/,武汉瑞拓建筑设计咨询有限公司,027-82439441,http://www.uao-design.com/,3893465¢qq.com
http://www.buildhr.com/company/ZWaAE/,上海浦东建筑设计研究院有限公司湖北分公司,,,543111390qq.com
http://www.buildhr.com/company/Jhy4m/,中交第二公路勘察设计研究院有限公司建筑工程院,13419623307,http://www.ccshcc.cn,5547048156qq.com
http://www.buildhr.com/company/4AOFb/,广东建筑艺术设计院有限公司湖北分公司汉口所,"15926224716,182",,2874693696qq.com
http://www.buildhr.com/company/AlYyq/,湖北华盖工程设计有限公司,13329810898,,59896096¢qq.com
http://www.buildhr.com/company/FNVAd/,中国轻工业武汉设计工程有限责任公司,"086-027-88078355,086-027-88041709",http://www.qgsj.com,rizyGqgsj.com
http://www.buildhr.com/company/d4Feg/,九冶建设有限公司第一工程公司,,,10377338¢q9.com
http://www.buildhr.com/company/Se0Gr/,华南建设集团有限公司,027-58900819,http://www.chinahnjs.com/,6197172336qq.com
http://www.buildhr.com/company/rfEFd/,中机十院国际工程有限公司郑州分公司,0371-63610603,http://www.cmtic.net/home.asp,zjsyzzf ya126.com
http://www.buildhr.com/company/5EcSh/,上海兆联建筑设计事务所有限公司,021-19862988 166,,30430923¢qq.com
http://www.buildhr.com/company/ZupAp/,上海柏创智诚建筑设计有限公司郑州分公司,"0371-86587697,15538262205",http://www.boarch.com/,1370138174qq.com
http://www.buildhr.com/company/hwYci/,匠人规划建筑设计股份有限公司,086-021-65976926,www.gudgroup.com,245499080¢qq.com
http://www.buildhr.com/company/bXS6G/,郑州信和嘉程建筑设计有限公司,,,2843444616qq.com
http://www.buildhr.com/company/d9FKg/,河南天丰绿色装配集团有限公司,0373-3526656,http://www.tianfon.com/,m1763.com
http://www.buildhr.com/company/i64nv/,北京石磐建设工程有限公司,13366912859,,‘qmsy_18163.com
http://www.buildhr.com/company/SeMNw/,北京市工业设计研究院有限公司西北分公司,0931-8408686,,tovey-020163.com
